description	TRUE	dict+rule	Stanza	TJBatch	transformer-bert	spacy	ht-bert	fine-tuned-bert	whole-mask-bert
Arafat had been scheduled to meet former Israeli prime minister Shimon Peres in the West Bank town of Ramallah on Thursday but the venue was changed to Gaza after Israel denied flight clearance to the Palestinian leader 's helicopters .	['Arafat', 'Shimon', 'Peres']	['arafat']	['Arafat', 'Shimon Peres']	set()	['Arafat', 'Shimones', 'Peres']	['arafat', 'shimon peres']	['Arafat', 'Shimon', 'Peres']	['Arafat', 'Shimon', 'Peres']	['Arafat', 'Peres', 'Shimon', 'arafat', 'shimon', 'peres']
Palestinian officials accused right-wing Prime Minister Benjamin Netanyahu of trying to stop the Ramallah meeting by keeping Arafat grounded .	['Benjamin', 'Netanyahu', 'Arafat']	['arafat']	['Benjamin Netanyahu', 'Arafat']	set()	['Benjamin', 'Netanyahu', 'Arafat']	['benjamin netanyahu', 'ramallah', 'arafat']	['Benjamin', 'Netanyahu', 'Arafat']	['Benjamin', 'Netanyahu', 'Arafat']	['Arafat', 'Netanyahu', 'Benjamin', 'benjamin', 'netanyahu', 'arafat']
Arafat subsequently cancelled a meeting between Israeli and PLO officials , on civilian affairs , at the Allenby Bridge crossing between Jordan and the West Bank .	['Arafat']	['arafat', 'jordan']	['Arafat']	['jordan']	['Arafat']	['arafat']	['Arafat']	['Arafat']	['Arafat', 'arafat']
Abu Rdainah said Arafat had decided against flying to the West Bank on Thursday , after Israel lifted the ban , because he had a busy schedule in Gaza and would not be free until Monday .	['Abu', 'Rdainah', 'Arafat']	['arafat']	['Abu Rdainah', 'Arafat']	set()	['Abu', 'Rdainah', 'Arafat']	['abu rdainah', 'arafat']	['Abu', 'Rdainah', 'Arafat']	['Abu', 'Rdainah', 'Arafat']	['Arafat', 'Abu', 'Rdainah', 'abu', 'rdainah', 'arafat']
Arafat to meet Peres in Gaza after flight ban .	['Arafat', 'Peres']	['arafat']	['Arafat', 'Peres']	set()	['Arafat', 'Peres']	['arafat', 'peres']	['Arafat', 'Peres']	['Arafat', 'Peres']	['Arafat', 'Peres', 'arafat', 'peres']
JERUSALEM 1996-08-22	[]	[]	['JERUSALEM']	set()	[]	[]	[]	[]	[]
Yasser Arafat will meet Shimon Peres in Gaza on Thursday after Palestinians said the right-wing Israeli government had barred the Palestinian leader from flying to the West Bank for talks with the former prime minister .	['Yasser', 'Arafat', 'Shimon', 'Peres']	['arafat']	['Yasser Arafat', 'Shimon Peres']	set()	['Yasserfa', 'Arafat', 'Shimones', 'Peres']	['yasser arafat', 'shimon peres']	['Yasser', 'Arafat', 'Shimon', 'Peres']	['Yasser', 'Arafat', 'Shimon', 'Peres']	['Yasser', 'Arafat', 'Peres', 'Shimon', 'yasser', 'arafat', 'shimon', 'peres']
""" The meeting between Peres and Arafat will take place at Erez checkpoint in Gaza and not in Ramallah as planned , "" Peres ' office said ."	['Peres', 'Arafat', 'Peres']	['arafat']	['Peres', 'Arafat', 'Peres']	set()	['Peresfa', 'Arafat', 'Peres']	['peres', 'arafat', 'peres']	['Peres', 'Arafat', 'Peres']	['Peres', 'Arafat', 'Peres']	['Arafat', 'Peres', 'peres', 'arafat', 'peres']
Palestinian officials said the Israeli government had barred Arafat from overflying Israel in a Palestinian helicopter to the West Bank in an attempt to bar the meeting with Peres .	['Arafat', 'Peres']	['arafat']	['Arafat', 'Peres']	set()	['Arafat', 'Peres']	['arafat', 'peres']	['Arafat', 'Peres']	['Arafat', 'Peres']	['Arafat', 'Peres', 'arafat', 'peres']
Israeli Prime Minister Benjamin Netanyahu has accused opposition leader Peres , who he defeated in May elections , of trying to undermine his Likud government 's authority to conduct peace talks .	['Benjamin', 'Netanyahu', 'Peres']	[]	['Benjamin Netanyahu', 'Peres']	['may']	['Benjamin', 'Netanyahu', 'Peres']	['benjamin netanyahu', 'peres']	['Benjamin', 'Netanyahu', 'Peres']	['Benjamin', 'Netanyahu', 'Peres']	['Netanyahu', 'Benjamin', 'Peres', 'benjamin', 'netanyahu', 'peres']
Afghan UAE embassy says Taleban guards going home .	[]	[]	[]	set()	[]	[]	[]	[]	[]
Hilary Gush	['Hilary', 'Gush']	['hilary']	['Hilary Gush']	['hilary']	['Hilary', 'Gush']	['hilary gush']	['Hilary', 'Gush']	['Hilary', 'Gush']	['Hilary', 'Gush', 'hilary', 'gush']
DUBAI 1996-08-22	[]	[]	[]	set()	[]	[]	[]	[]	[]
Three Afghan guards brought to the United Arab Emirates last week by Russian hostages who escaped from the Taleban militia will return to Afghanistan in a few days , the Afghan embassy in Abu Dhabi said on Thursday .	[]	[]	[]	set()	[]	[]	[]	[]	[]
""" Our ambassador is in touch with the UAE foreign ministry ."	[]	[]	[]	set()	[]	[]	[]	[]	[]
"Their return to Afghanistan will take place in two or three days , "" an embassy official said ."	[]	[]	[]	set()	[]	[]	[]	[]	[]
""" The embassy is issuing them travel documents for their return to their homeland ."	[]	[]	[]	set()	[]	[]	[]	[]	[]
"There is no objection to their travel , "" he added ."	[]	[]	[]	set()	[]	[]	[]	[]	[]
The three Islamic Taleban guards were overpowered by seven Russian aircrew who escaped to UAE state Sharjah last Friday on board their own aircraft after a year in the captivity of Taleban militia in Kandahar in southern Afghanistan .	[]	[]	[]	set()	[]	[]	[]	[]	[]
The UAE said on Monday it would hand over the three to the International Red Crescent , possibly last Tuesday .	[]	[]	[]	set()	[]	[]	[]	[]	[]
It has since been silent on the issue .	[]	[]	[]	set()	[]	[]	[]	[]	[]
"When asked whether the three guards would travel back to Kandahar or the Afghan capital Kabul , the embassy official said : "" That has not been decided , but possibly Kandahar . """	[]	[]	[]	set()	[]	[]	[]	[]	[]
Kandahar is the headquarters of the opposition Taleban militia .	[]	[]	[]	set()	[]	[]	[]	[]	[]
Kabul is controlled by President Burhanuddin Rabbani 's government , which Taleban is fighting to overthrow .	['Burhanuddin', 'Rabbani']	[]	"[""Burhanuddin Rabbani 's""]"	set()	['Burhanuddin', 'Rabbani']	['burhanuddin rabbani', 'taleban']	['Burhanuddin', 'Rabbani']	['Burhanuddin', 'Rabbani']	['Burhanuddin', 'Rabbani', 'burhanuddin', 'rabbani']
The embassy official said the three men , believed to be in their 20s , were currently in Abu Dhabi .	[]	[]	[]	set()	[]	[]	[]	[]	[]
He did not elaborate .	[]	[]	[]	set()	[]	[]	[]	[]	[]
The Russians , working for the Aerostan firm in the Russian republic of Tatarstan , were taken hostage after a Taleban MiG-19 fighter forced their cargo plane to land in August 1995 .	[]	[]	[]	set()	[]	[]	[]	[]	[]
Taleban said its shipment of ammunition from Albania was evidence of Russian military support for Rabbani 's government .	['Rabbani']	[]	['Rabbani']	set()	['Rabbani']	['taleban', 'rabbani']	['Rabbani']	['Rabbani']	['Rabbani', 'rabbani']
Moscow said the crew 's nationality was coincidental .	[]	[]	[]	set()	[]	[]	[]	[]	[]
Numerous diplomatic attempts to free the seven failed .	[]	[]	[]	set()	[]	[]	[]	[]	[]
The Russians , who said they overpowered the guards -- two armed with Kalashnikov automatic rifles -- while doing regular maintenance work on their Ilyushin 76 cargo plane last Friday , left the UAE capital Abu Dhabi for home on Sunday .	[]	[]	[]	set()	[]	[]	[]	[]	[]
Iraq 's Saddam meets Russia 's Zhirinovsky .	['Saddam', 'Zhirinovsky']	[]	['Saddam', 'Zhirinovsky']	set()	['Saddam', 'Zhirinovsky']	['saddam', 'zhirinovsky']	['Saddam', 'Zhirinovsky']	['Saddam', 'Zhirinovsky']	['Zhirinovsky', 'Saddam', 'saddam', 'zhirinovsky']
BAGHDAD 1996-08-22	[]	[]	['BAGHDAD']	set()	[]	[]	[]	[]	[]
"Iraqi President Saddam Hussein has told visiting Russian ultra-nationalist Vladimir Zhirinovsky that Baghdad wanted to maintain "" friendship and cooperation "" with Moscow , official Iraqi newspapers said on Thursday ."	['Saddam', 'Hussein', 'Vladimir', 'Zhirinovsky']	[]	['Saddam Hussein', 'Vladimir Zhirinovsky']	set()	['Saddam', 'Hussein', 'Vladimir', 'Zhirinovsky']	['saddam hussein', 'vladimir zhirinovsky']	['Saddam', 'Hussein', 'Vladimir', 'Zhirinovsky']	['Saddam', 'Hussein', 'Vladimir', 'Zhirinovsky']	['Zhirinovsky', 'Vladimir', 'Hussein', 'Saddam', 'saddam', 'hussein', 'vladimir', 'zhirinovsky']
""" President Saddam Hussein stressed during the meeting Iraq 's keenness to maintain friendship and cooperation with Russia , "" the papers said ."	['Saddam', 'Hussein']	[]	['Saddam Hussein']	set()	['Saddam', 'Hussein']	['saddam hussein']	['Saddam', 'Hussein']	['Saddam', 'Hussein']	['Saddam', 'saddam']
"They said Zhirinovsky told Saddam before he left Baghdad on Wednesday that his Liberal Democratic party and the Russian Duma ( parliament ) "" are calling for an immediate lifting of the embargo "" imposed on Iraq after its 1990 invasion of Kuwait ."	['Zhirinovsky', 'Saddam']	[]	['Zhirinovsky', 'Saddam']	set()	['Zhirinovsky', 'Saddam']	['zhirinovsky', 'saddam']	['Zhirinovsky', 'Saddam']	['Zhirinovsky', 'Saddam']	['Zhirinovsky', 'zhirinovsky']
Zhirinovsky said on Tuesday he would press the Russian government to help end U.N. trade sanctions on Iraq and blamed Moscow for delaying establishment of good ties with Baghdad .	['Zhirinovsky']	[]	['Zhirinovsky']	set()	['Zhirinovsky']	['zhirinovsky']	['Zhirinovsky']	['Zhirinovsky']	['Zhirinovsky', 'zhirinovsky']
""" Our stand is firm , namely we are calling on ( the Russian ) government to end the economic embargo on Iraq and resume trade ties between Russia and Iraq , "" he told reporters ."	[]	[]	[]	set()	[]	[]	[]	[]	[]
Zhirinovsky visited Iraq twice in 1995 .	['Zhirinovsky']	[]	['Zhirinovsky']	set()	['Zhirinovsky']	['zhirinovsky']	['Zhirinovsky']	['Zhirinovsky']	['Zhirinovsky', 'zhirinovsky']
Last October he was invited to attend the referendum held on Iraq 's presidency , which extended Saddam 's term for seven more years .	['Saddam']	[]	['Saddam']	set()	['Saddam']	['saddam']	['Saddam']	['Saddam']	['Saddam', 'saddam']
PRESS DIGEST - Iraq - Aug 22 .	[]	[]	[]	set()	[]	[]	[]	[]	[]
BAGHDAD 1996-08-22	[]	[]	['BAGHDAD']	set()	[]	[]	[]	[]	[]
These are some of the leading stories in the official Iraqi press on Thursday .	[]	[]	[]	set()	[]	[]	[]	[]	[]
Reuters has not verified these stories and does not vouch for their accuracy .	[]	[]	[]	set()	[]	[]	[]	[]	[]
THAWRA	[]	[]	['THAWRA']	set()	[]	['thawra']	[]	[]	[]
- Iraq 's President Saddam Hussein meets with chairman of the Russian liberal democratic party Vladimir Zhirinovsky .	['Saddam', 'Hussein', 'Vladimir', 'Zhirinovsky']	[]	['Saddam Hussein', 'Vladimir Zhirinovsky']	set()	['Saddam', 'Hussein', 'Vladimir', 'Zhirinovsky']	['saddam hussein', 'vladimir zhirinovsky']	['Saddam', 'Hussein', 'Vladimir', 'Zhirinovsky']	['Saddam', 'Hussein', 'Vladimir', 'Zhirinovsky']	['Zhirinovsky', 'Vladimir', 'Hussein', 'Saddam', 'saddam', 'hussein', 'vladimir', 'zhirinovsky']
- Turkish foreign minister says Turkey will take part in the Baghdad trade fair that will be held in November .	[]	[]	[]	set()	[]	[]	[]	[]	[]
IRAQ	[]	[]	[]	set()	[]	['iraq']	[]	[]	[]
- A shipload of 12 tonnes of rice arrives in Umm Qasr port in the Gulf .	[]	[]	[]	set()	[]	[]	[]	[]	[]
PRESS DIGEST - Lebanon - Aug 22 .	[]	[]	[]	set()	[]	[]	[]	[]	[]
BEIRUT 1996-08-22	[]	[]	[]	set()	[]	[]	[]	[]	[]
These are the leading stories in the Beirut press on Thursday .	[]	[]	[]	set()	[]	[]	[]	[]	[]
Reuters has not verified these stories and does not vouch for their accuracy .	[]	[]	[]	set()	[]	[]	[]	[]	[]
AN-NAHAR	[]	[]	[]	set()	[]	['an', 'nahar']	[]	[]	[]
- Confrontation is escalating between Hizbollah and the government .	[]	[]	[]	set()	[]	[]	[]	[]	[]
- Prime Minister Hariri : Israeli threats do no serve peace .	['Hariri']	[]	['Hariri']	set()	['Hariri']	['hariri']	['Hariri']	['Hariri']	['Hariri', 'hariri']
AS-SAFIR	[]	[]	[]	set()	[]	['as-safir']	[]	[]	[]
- Parliament Speaker Berri : Israel is preparing for war against Syria and Lebanon .	['Berri']	[]	['Berri']	set()	['Berri']	['berri']	['Berri']	['Berri']	['Berri', 'berri']
- Parliamentary battle in Beirut ..	[]	[]	[]	set()	[]	[]	[]	[]	[]
The three main lists have been prepared .	[]	[]	[]	set()	[]	[]	[]	[]	[]
AL-ANWAR	[]	[]	[]	set()	[]	['al']	[]	[]	[]
- Continued criticism of law violation incidents -- which occurred in the Mount Lebanon elections last Sunday .	[]	[]	[]	set()	[]	[]	[]	[]	[]
AD-DIYAR	[]	[]	[]	set()	[]	[]	[]	[]	['i']
- Financial negotiations between Lebanon and Pakistan .	[]	[]	[]	set()	[]	[]	[]	[]	[]
- Hariri to step into the election battle with an incomplete list .	['Hariri']	[]	['Hariri']	set()	['Hariri']	['hariri']	['Hariri']	['Hariri']	['Hariri', 'hariri']
NIDA'A AL-WATAN	[]	[]	[]	set()	[]	"[""nida'a al-watan""]"	[]	[]	[]
- Maronite Patriarch Sfeir expressed sorrow over the violations in Sunday ' elections .	['Sfeir']	[]	['- Maronite Patriarch', 'Sfeir']	set()	['Sfeir']	[]	['Sfeir']	['Sfeir']	['Sfeir', 'sfeir']
CME live and feeder cattle calls range mixed .	[]	[]	[]	set()	[]	[]	[]	[]	[]
CHICAGO 1996-08-22	[]	[]	[]	set()	[]	[]	[]	[]	[]
Early calls on CME live and feeder cattle futures ranged from 0.200 cent higher to 0.100 lower , livestock analysts said .	[]	[]	[]	set()	[]	[]	[]	[]	[]
The continued strong tone to cash cattle and beef markets should prompt further support .	[]	[]	[]	set()	[]	[]	[]	[]	[]
Outlook for a bullish cattle-on-feed report is also expected to lend support and prompt some bull spreading , analysts said .	[]	[]	[]	set()	[]	[]	[]	[]	[]
However , trade will likely be light and prices could drift on evening up ahead of the report .	[]	[]	[]	set()	[]	[]	[]	[]	[]
Cash markets are also expected to be quiet after the record amount of feedlot cattle traded this week , they said .	[]	[]	[]	set()	[]	[]	[]	[]	[]
Kindercare says debt buy to hit Q1 results .	[]	[]	[]	set()	[]	[]	[]	[]	[]
MONTGOMERY , Ala .	[]	['ala', 'montgomery']	[]	set()	[]	[]	[]	[]	[]
1996-08-22	[]	[]	[]	set()	[]	[]	[]	[]	[]
KinderCare Learning Centers Inc said on Thursday that a debt buyback would mean an extraordinary loss of $ 1.2 million in its fiscal 1997 first quarter .	[]	[]	[]	set()	[]	[]	[]	[]	[]
The company said that during the quarter , which began June 1 , it bought $ 30 million par value of its outstanding 10-3/8 percent senior notes due 2001 .	[]	[]	[]	set()	[]	[]	[]	[]	[]
The notes were bought for $ 31.5 million .	[]	[]	[]	set()	[]	[]	[]	[]	[]
"Philip Maslowe , chief financial officer of the preschool and child care company , said the buyback "" offered an opportunity to reduce the company 's weighted average interest costs and improve future cash flows and earnings . """	['Philip', 'Maslowe']	[]	['Philip Maslowe']	set()	['Philip', 'Maslowe']	['philip maslowe']	['Philip', 'Maslowe']	['Philip', 'Maslowe']	['Philip', 'Maslowe', 'philip', 'maslowe']
RESEARCH ALERT - Lehman starts SNET .	[]	[]	[]	set()	[]	['lehman']	[]	[]	[]
-- Lehman analyst Blake Bath started Southern New England Telecommunciations Corp with an outperform rating , his office said .	['Blake', 'Bath']	['blake']	['Blake Bath']	set()	['Blake', 'Bath']	['blake bath']	['Blake', 'Bath']	['Blake', 'Bath']	['Blake', 'blake']
-- The analyst set a 12-month price target of $ 45 and a fiscal 1996 year earnings estimate of $ 3.09 per share , his office said .	[]	[]	[]	set()	[]	[]	[]	[]	[]
-- The analyst also set an earnings estimate for the 1997 year , but the figure was not immediately available .	[]	[]	[]	set()	[]	[]	[]	[]	[]
-- Southern New England closed at 38-1/2 Wednesday .	[]	[]	[]	set()	[]	[]	[]	[]	[]
-- E. Auchard , Wall Street bureau , 212-859-1736	['E.', 'Auchard']	[]	['-- E. Auchard']	set()	['E', '.', 'Auchard']	['-- e. auchard']	[]	[]	['Auchard', 'e', '.', 'auchard']
Gateway Data Sciences Q2 net rises .	[]	[]	[]	set()	[]	[]	[]	[]	[]
PHOENIX 1996-08-22	[]	['phoenix']	[]	set()	[]	[]	[]	[]	[]
Summary of Consolidated Financial Data	[]	[]	[]	set()	[]	[]	[]	[]	[]
( In Thousands , except per share data )	[]	[]	[]	set()	[]	[]	[]	[]	[]
Six Months Ended Quarter Ended	[]	[]	[]	set()	[]	[]	[]	[]	[]
Jul 31 , Jul 31 , Jul 31 , Jul 31 ,	[]	[]	[]	set()	[]	[]	[]	[]	[]
1996 1995 1996 1995	[]	[]	[]	set()	[]	[]	[]	[]	[]
Income Statement Data :	[]	[]	[]	set()	[]	[]	[]	[]	[]
Total Revenue $ 10,756 $ 13,102 $ 7,961 $ 5,507	[]	[]	[]	set()	[]	[]	[]	[]	[]
Software Revenue 2,383 1,558 1,086 1,074	[]	[]	[]	set()	[]	[]	[]	[]	[]
Services Revenue 1,154 692 624 465	[]	[]	[]	set()	[]	[]	[]	[]	[]
Operating Income 906 962 599 515	[]	[]	[]	set()	[]	[]	[]	[]	[]
Net Income 821 512 565 301	[]	[]	[]	set()	[]	[]	[]	[]	[]
Earnings Per Share 0.31 0.34 0.19 0.20	[]	[]	[]	set()	[]	[]	[]	[]	[]
Jul 31 , 1996 Jan 31 , 1996	[]	[]	[]	set()	[]	[]	[]	[]	[]
Balance Sheet Data :	[]	[]	[]	set()	[]	[]	[]	[]	[]
Working Capital $ 5,755 ( $ 881 )	[]	[]	[]	set()	[]	[]	[]	[]	[]
Cash and Cash Equivalents 2,386 93	[]	[]	[]	set()	[]	[]	[]	[]	[]
Total Assets 14,196 7,138	[]	[]	[]	set()	[]	[]	[]	[]	[]
Shareholders ' Equity 5,951 ( 1,461 )	[]	[]	[]	set()	[]	[]	[]	[]	[]
Greek socialists give PM green light for election .	[]	[]	[]	set()	[]	[]	[]	[]	[]
ATHENS 1996-08-22	[]	[]	[]	set()	[]	[]	[]	[]	[]
The Greek socialist party 's executive bureau gave Prime Minister Costas Simitis its backing if he chooses to call snap elections , its general secretary Costas Skandalidis told reporters on Thursday .	['Costas', 'Simitis', 'Costas', 'Skandalidis']	[]	['Costas Simitis', 'Costas Skandalidis']	set()	['Costasmit', 'Simitis', 'Costaskan', 'Skandalid']	['costas simitis', 'costas skandalidis']	['Costas', 'Simitis', 'Costas', 'Skandalidis']	['Costas', 'Simitis', 'Costas', 'Skandalidis']	['Simitis', 'Costas', 'Skandalidis', 'costas', 'simitis', 'costas', 'skandalidis']
Prime Minister Costas Simitis will make an official announcement after a cabinet meeting later on Thursday , said Skandalidis .	['Costas', 'Simitis', 'Skandalidis']	[]	['Costas Simitis', 'Skandalidis']	set()	['Costasmit', 'Simitis', 'Skandalid']	['costas simitis', 'skandalidis']	['Costas', 'Simitis', 'Skandalidis']	['Costas', 'Simitis', 'Skandalidis']	['Simitis', 'Costas', 'Skandalidis', 'costas', 'simitis', 'skandalidis']
-- Dimitris Kontogiannis , Athens Newsroom +301 3311812-4	['Dimitris', 'Kontogiannis']	[]	['Dimitris Kontogiannis']	set()	['Dimitrisnto', 'Kontogiann']	['-- dimitris kontogiannis']	['Dimitris', 'Kontogiannis']	['Dimitris', 'Kontogiannis']	['Dimitris', 'Kontogiannis', 'dimitris', 'kontogiannis']
PRESS DIGEST - France - Le Monde Aug 22 .	[]	[]	[]	set()	[]	[]	[]	[]	[]
PARIS 1996-08-22	[]	['paris']	[]	['paris']	[]	[]	[]	[]	[]
These are leading stories in Thursday 's afternoon daily Le Monde , dated Aug 23 .	[]	[]	[]	set()	[]	[]	[]	[]	[]
FRONT PAGE	[]	[]	[]	set()	[]	[]	[]	[]	[]
-- Africans seeking to renew or obtain work and residence rights say Prime Minister Alain Juppe 's proposals are insufficient as hunger strike enters 49th day in Paris church and Wednesday rally attracts 8,000 sympathisers .	['Alain', 'Juppe']	['paris']	['Alain Juppe']	['paris']	['Alain', 'Juppe']	['alain juppe']	['Alain', 'Juppe']	['Alain', 'Juppe']	['Alain', 'Juppe', 'alain', 'juppe']
