description	true_names
( Germany ) Alexander Cejka ( Germany ) Hal Sutton Tom Lehman 	['Alexander', 'Cejka', 'Hal', 'Sutton', 'Tom', 'Lehman']
73 D.A. Weibring Brad Bryant Craig Parry ( Australia ) 	['D.A.', 'Weibring', 'Brad', 'Bryant', 'Craig', 'Parry']
Stewart Ginn ( Australia ) Corey Pavin Craig Stadler Mark 	['Stewart', 'Ginn', 'Corey', 'Pavin', 'Craig', 'Stadler', 'Mark']
O'Meara Fred Couples 	"[""O'Meara"", 'Fred', 'Couples']"
74 Paul Stankowski Costantino Rocca ( Italy ) 	['Paul', 'Stankowski', 'Costantino', 'Rocca']
75 Jim Furyk Satoshi Higashi ( Japan ) Willie Wood Shigeki 	['Jim', 'Furyk', 'Satoshi', 'Higashi', 'Willie', 'Wood', 'Shigeki']
Maruyama ( Japan ) 	['Maruyama']
76 Scott McCarron 	['Scott', 'McCarron']
77 Wayne Westner ( South Africa ) Steve Schneiter 	['Wayne', 'Westner', 'Steve', 'Schneiter']
79 Tom Watson 	['Tom', 'Watson']
81 Seiki Okuda ( Japan ) 	['Seiki', 'Okuda']
SOCCER - GLORIA BISTRITA BEAT 2-1 F.C. VALLETTA . 	[]
BISTRITA 1996-08-22 	[]
Gloria Bistrita ( Romania ) beat 2-1 ( halftime 1-1 ) F.C. Valletta ( Malta ) in their Cup winners Cup match second leg of the preliminary round on Thursday . 	[]
Scorers : 	[]
Gloria Bistrita - Ilie Lazar ( 32nd ) Eugen Voica ( 84th ) 	['Ilie', 'Lazar', 'Eugen', 'Voica']
F.C. La Valletta - Gilbert Agius ( 24th ) 	['Gilbert', 'Agius']
Attendance : 	[]
Gloria Bistrita won 4-2 on aggregate and qualified for the first round of the Cup winners Cup . 	[]
REUTER 	['REUTER']
HORSE RACING - PIVOTAL ENDS 25-YEAR WAIT FOR TRAINER PRESCOTT . 	['PIVOTAL', 'PRESCOTT']
YORK England 1996-08-22 	[]
Sir Mark Prescott landed his first group one victory in 25 years as a trainer when his top sprinter Pivotal a 100-30 chance won the Nunthorpe Stakes on Thursday . 	['Mark', 'Prescott', 'Pivotal']
The three-year-old partnered by veteran George Duffield snatched a short head verdict in the last stride to deny Eveningperformance ( 16-1 ) trained by Henry Candy and ridden by Chris Rutter . 	['George', 'Duffield', 'Eveningperformance', 'Henry', 'Candy', 'Chris', 'Rutter']
Hever Golf Rose ( 11-4 ) last year 's Prix de l ' Abbaye winner at Longchamp finished third a further one and a quarter lengths away with the 7-4 favourite Mind Games in fourth . 	['Hever', 'Golf', 'Rose', 'Mind', 'Games']
Pivotal a Royal Ascot winner in June may now be aimed at this season 's Abbaye Europe 's top sprint race . 	['Pivotal', 'Royal', 'Ascot']
"Prescott reluctant to go into the winner 's enclosure until the result of the photo-finish was announced said : "" Twenty-five years and I have never been there so I thought I had better wait a bit longer . "" "	['Prescott']
"He added : "" It 's very sad to beat Henry Candy because I am godfather to his daughter . "" "	['Henry', 'Candy']
Like Prescott Jack Berry trainer of Mind Games had gone into Thursday 's race in search of a first group one success after many years around the top of his profession . 	['Prescott', 'Jack', 'Berry', 'Mind', 'Games']
"Berry said : "" I`m disappointed but I do n't feel suicidal . "	['Berry']
"He ( Mind Games ) was going as well as any of them one and a half furlongs ( 300 metres ) out but he just did n't quicken . "" "	['Mind', 'Games']
HORSE RACING - NUNTHORPE STAKES RESULTS . 	[]
YORK England 1996-08-22 	[]
Result of the Nunthorpe Stakes a group one race for two-year-olds and upwards run over five furlongs ( 1 km ) on Thursday : 	[]
1. Pivotal 100-30 ( ridden by George Duffield ) 	['Pivotal', 'George', 'Duffield']
2. Eveningperformance 16-1 ( Chris Rutter ) 	['Eveningperformance', 'Chris', 'Rutter']
3. Hever Golf Rose 11-4 ( Jason Weaver ) 	['Hever', 'Golf', 'Rose', 'Jason', 'Weaver']
Eight ran . 	[]
Favourite : Mind Games ( 7-4 ) finished 4th 	['Mind', 'Games']
Distances : a short head 1-1/4 lengths . 	[]
Winner owned by the Cheveley Park Stud and trained by Sir 	[]
Mark Prescott at Newmarket . 	['Mark', 'Prescott']
Value to winner : pounds sterling ( $ ) 	[]
TENNIS - RESULTS AT TOSHIBA CLASSIC . 	[]
CARLSBAD California 1996-08-21 	[]
Results from the 	[]
$ Toshiba Classic tennis tournament on Wednesday 	[]
( prefix number denotes seeding ) : 	[]
Second round 	[]
1 - Arantxa Sanchez Vicario ( Spain ) beat Naoko Kijimuta ( Japan ) 	['Arantxa', 'Sanchez', 'Vicario', 'Naoko', 'Kijimuta']
1-6 6-4 6-3 	[]
4 - Kimiko Date ( Japan ) beat Yone Kamio ( Japan ) 6-2 7-5 	['Kimiko', 'Date', 'Yone', 'Kamio']
Sandrine Testud ( France ) beat 7 - Ai Sugiyama ( Japan ) 6-3 4-6 	['Sandrine', 'Testud', 'Ai', 'Sugiyama']
6-4 	[]
8 - Nathalie Tauziat ( France ) beat Shi-Ting Wang ( Taiwan ) 6-4 	['Nathalie', 'Tauziat', 'Shi-Ting', 'Wang']
6-2 	[]
TENNIS - RESULTS AT HAMLET CUP . 	[]
COMMACK New York 1996-08-21 	[]
Results from the 	[]
Waldbaum Hamlet Cup tennis tournament on Wednesday ( prefix 	[]
number denotes seeding ) : 	[]
Second round 	[]
1 - Michael Chang ( U.S. ) beat Sergi Bruguera ( Spain ) 6-3 6-2 	['Michael', 'Chang', 'Sergi', 'Bruguera']
Michael Joyce ( U.S. ) beat 3 - Richey Reneberg ( U.S. ) 3-6 6-4 	['Michael', 'Joyce', 'Richey', 'Reneberg']
6-3 	[]
Martin Damm ( Czech Republic ) beat 6 - Younes El Aynaoui 	['Martin', 'Damm', 'Younes', 'El', 'Aynaoui']
( Morocco ) 5-7 6-3 3-0 retired 	[]
Karol Kucera ( Slovakia ) beat Hicham Arazi ( Morocco ) 7-6 ( 7-4 ) 	['Karol', 'Kucera', 'Hicham', 'Arazi']
7-5 	[]
SOCCER - DALGLISH SAD OVER BLACKBURN PARTING . 	['DALGLISH']
LONDON 1996-08-22 	[]
Kenny Dalglish spoke on Thursday of his sadness at leaving Blackburn the club he led to the English premier league title in 1994-95 . 	['Kenny', 'Dalglish']
Blackburn announced on Wednesday they and Dalglish had parted by mutual consent . 	['Dalglish']
"But the ex-manager confessed on Thursday to being "" sad "" at leaving after taking Blackburn from the second division to the premier league title inside three and a half years . "	[]
"In a telephone call to a local newspaper from his holiday home in Spain Dalglish said : "" We came to the same opinion albeit the club came to it a little bit earlier than me . "" "	['Dalglish']
"He added : "" If no one asked I never opened my mouth . "	[]
I have stayed out of the way and let them get on with the job . 	[]
"The club thought it ( the job ) had run its course and I came to the same conclusion . "" "	[]
Dalglish had been with Blackburn for nearly five years first as manager and then for the past 15 months as director of football . 	['Dalglish']
CRICKET - ENGLISH COUNTY CHAMPIONSHIP SCORES . 	[]
LONDON 1996-08-22 	[]
Close of play scores in four-day 	[]
English County Championship cricket matches on Thursday : 	[]
Second day 	[]
At Weston-super-Mare : Durham 326 ( D. Cox 95 not out 	['D.', 'Cox']
S. Campbell 69 ; G. Rose 7-73 ) . 	['S.', 'Campbell', 'G.', 'Rose']
Somerset 236-4 ( M. Lathwell 85 ) . 	['M.', 'Lathwell']
Firsy day 	[]
At Colchester : Gloucestershire 280 ( J. Russell 63 A. Symonds 	['J.', 'Russell', 'A.', 'Symonds']
52 ; A. Cowan 5-68 ) . 	['A.', 'Cowan']
Essex 72-0 . 	[]
At Cardiff : Kent 128-1 ( M. Walker 59 D. Fulton 53 not out ) v 	['M.', 'Walker', 'D.', 'Fulton']
Glamorgan . 	[]
At Leicester : Leicestershire 343-8 ( P. Simmons 108 P. Nixon 	['P.', 'Simmons', 'P.', 'Nixon']
67 not out ) v Hampshire . 	[]
At Northampton : Sussex 368-7 ( N. Lenham 145 V. Drakes 59 not 	['N.', 'Lenham', 'V.', 'Drakes']
out A. Wells 51 ) v Northamptonshire . 	['A.', 'Wells']
At Trent Bridge : Nottinghamshire 392-6 ( G. Archer 143 not 	['G.', 'Archer']
out M. Dowman 107 ) v Surrey . 	['M.', 'Dowman']
At Worcester : Warwickshire 255-9 ( A. Giles 57 not out W. Khan 	['A.', 'Giles', 'W.', 'Khan']
52 ) v Worcestershire . 	[]
At Headingley : Yorkshire 305-5 ( C. White 66 not out M. Moxon 	['C.', 'White', 'M.', 'Moxon']
66 M. Vaughan 57 ) v Lancashire . 	['M.', 'Vaughan']
CRICKET - ENGLAND V PAKISTAN FINAL TEST SCOREBOARD . 	[]
LONDON 1996-08-22 	[]
Scoreboard on the first day of the 	[]
third and final test between England and Pakistan at The Oval on 	[]
Thursday : 	[]
England first innings 	[]
M. Atherton b Waqar Younis 31 	['M.', 'Atherton', 'Waqar', 'Younis']
A. Stewart b Mushtaq Ahmed 44 	['A.', 'Stewart', 'Mushtaq', 'Ahmed']
N. Hussain c Saeed Anwar b Waqar Younis 12 	['N.', 'Hussain', 'Saeed', 'Anwar', 'Waqar', 'Younis']
G. Thorpe lbw b Mohammad Akram 54 	['G.', 'Thorpe', 'Mohammad', 'Akram']
J. Crawley not out 94 	['J.', 'Crawley']
N. Knight b Mushtaq Ahmed 17 	['N.', 'Knight', 'Mushtaq', 'Ahmed']
C. Lewis b Wasim Akram 5 	['C.', 'Lewis', 'Wasim', 'Akram']
I. Salisbury not out 1 	['I.', 'Salisbury']
Extras ( lb-11 w-1 nb-8 ) 20 	[]
Total ( for six wickets ) 278 	[]
Fall of wickets : 1-64 2-85 3-116 4-205 5-248 6-273 	[]
To bat : R. Croft D. Cork A. Mullally 	['R.', 'Croft', 'D.', 'Cork', 'A.', 'Mullally']
Bowling ( to date ) : Wasim Akram 25-8-61-1 Waqar Younis 	['Wasim', 'Akram', 'Waqar', 'Younis']
20-6-70-2 Mohammad Akram 12-1-41-1 Mushtaq Ahmed 27-5-78-2 	['Mohammad', 'Akram', 'Mushtaq', 'Ahmed']
Aamir Sohail 6-1-17-0 	['Aamir', 'Sohail']
Pakistan : Aamir Sohail Saeed Anwar Ijaz Ahmed 	['Aamir', 'Sohail', 'Saeed', 'Anwar', 'Ijaz', 'Ahmed']
Inzamam-ul-Haq Salim Malik Asif Mujtaba Wasim Akram Moin 	['Inzamam-ul-Haq', 'Salim', 'Malik', 'Asif', 'Mujtaba', 'Wasim', 'Akram', 'Moin']
Khan Mushtaq Ahmed Waqar Younis Mohammad Akam 	['Khan', 'Mushtaq', 'Ahmed', 'Waqar', 'Younis', 'Mohammad', 'Akam']
SOCCER - FERGUSON BACK IN SCOTTISH SQUAD AFTER 20 MONTHS . 	['FERGUSON']
GLASGOW 1996-08-22 	[]
Everton 's Duncan Ferguson who scored twice against Manchester United on Wednesday was picked on Thursday for the Scottish squad after a 20-month exile . 	['Duncan', 'Ferguson']
Glasgow Rangers striker Ally McCoist another man in form after two hat-tricks in four days was also named for the August 31 World Cup qualifier against Austria in Vienna . 	['Ally', 'McCoist']
Ferguson who served six weeks in jail in late 1995 for head-butting an opponent won the last of his five Scotland caps in December 1994 . 	['Ferguson']
"Scotland manager Craig Brown said on Thursday : "" I 've watched Duncan Ferguson in action twice recently and he 's bang in form . "	['Craig', 'Brown', 'Duncan', 'Ferguson']
"Ally McCoist is also in great scoring form at the moment . "" "	['Ally', 'McCoist']
Celtic 's Jackie McNamara who did well with last season 's successful under-21 team earns a call-up to the senior squad . 	['Jackie', 'McNamara']
CRICKET - ENGLAND 100-2 AT LUNCH ON FIRST DAY OF THIRD TEST . 	[]
LONDON 1996-08-22 	[]
England were 100 for two at lunch on the first day of the third and final test against Pakistan at The Oval on Thursday . 	[]
SOCCER - KEANE SIGNS FOUR-YEAR CONTRACT WITH MANCHESTER UNITED . 	['KEANE']
LONDON 1996-08-22 	[]
Ireland midfielder Roy Keane has signed a new four-year contract with English league and F.A. Cup champions Manchester United . 	['Roy', 'Keane']
""" Roy agreed a new deal before last night 's game against Everton and we are delighted "" said United manager Alex Ferguson on Thursday . "	['Roy', 'Alex', 'Ferguson']
TENNIS - RESULTS AT CANADIAN OPEN . 	[]
TORONTO 1996-08-21 	[]
Results from the Canadian Open 	[]
tennis tournament on Wednesday ( prefix number denotes 	[]
seeding ) : 	[]
Second round 	[]
Daniel Nestor ( Canada ) beat 1 - Thomas Muster ( Austria ) 6-3 7-5 	['Daniel', 'Nestor', 'Thomas', 'Muster']
Mikael Tillstrom ( Sweden ) beat 2 - Goran Ivanisevic ( Croatia ) 	['Mikael', 'Tillstrom', 'Goran', 'Ivanisevic']
6-7 ( 3-7 ) 6-4 6-4 	[]
3 - Wayne Ferreira ( South Africa ) beat Jiri Novak ( Czech 	['Wayne', 'Ferreira', 'Jiri', 'Novak']
Republic ) 7-5 6-3 	[]
4 - Marcelo Rios ( Chile ) beat Kenneth Carlsen ( Denmark ) 6-3 6-2 	['Marcelo', 'Rios', 'Kenneth', 'Carlsen']
6 - MaliVai Washington ( U.S. ) beat Alex Corretja ( Spain ) 6-4 	['MaliVai', 'Washington', 'Alex', 'Corretja']
6-2 	[]
7 - Todd Martin ( U.S. ) beat Renzo Furlan ( Italy ) 7-6 ( 7-3 ) 6-3 	['Todd', 'Martin', 'Renzo', 'Furlan']
Mark Philippoussis ( Australia ) beat 8 - Marc Rosset 	['Mark', 'Philippoussis', 'Marc', 'Rosset']
( Switzerland ) 6-3 3-6 7-6 ( 8-6 ) 	[]
9 - Cedric Pioline ( France ) beat Gregory Carraz ( France ) 7-6 	['Cedric', 'Pioline', 'Gregory', 'Carraz']
