Peter I-PER
Abu I-PER
Rdainah I-PER
said 0
Arafat I-PER
had 0
decided 0
against 0
flying 0
to 0
the 0
West 0
Bank 0
on 0
Thursday 0
after 0
Israel 0
lifted 0
the 0
ban 0
because 0
he 0
had 0
a 0
busy 0
schedule 0
in 0
Gaza 0
and 0
would 0
not 0
be 0
free 0
until 0
Monday 0
. 0

Arafat I-PER
to 0
meet 0
Peres I-PER
in 0
Gaza 0
after 0
flight 0
ban 0
. 0

JERUSALEM 0
1996-08-22 0

Yasser I-PER
Arafat I-PER
will 0
meet 0
Shimon I-PER
Peres I-PER
in 0
Gaza 0
on 0
Thursday 0
after 0
Palestinians 0
said 0
the 0
right-wing 0
Israeli 0
government 0
had 0
barred 0
the 0
Palestinian 0
leader 0
from 0
flying 0
to 0
the 0
West 0
Bank 0
for 0
talks 0
with 0
the 0
former 0
prime 0
minister 0
. 0

" 0
The 0
meeting 0
between 0
Peres I-PER
and 0
Arafat I-PER
will 0
take 0
place 0
at 0
Erez 0
checkpoint 0
in 0
Gaza 0
and 0
not 0
in 0
Ramallah 0
as 0
planned 0
" 0
Peres I-PER
' 0
office 0
said 0
. 0

Palestinian 0
officials 0
said 0
the 0
Israeli 0
government 0
had 0
barred 0
Arafat I-PER
from 0
overflying 0
Israel 0
in 0
a 0
Palestinian 0
helicopter 0
to 0
the 0
West 0
Bank 0
in 0
an 0
attempt 0
to 0
bar 0
the 0
meeting 0
with 0
Peres I-PER
. 0

Israeli 0
Prime 0
Minister 0
Benjamin I-PER
Netanyahu I-PER
has 0
accused 0
opposition 0
leader 0
Peres I-PER
who 0
he 0
defeated 0
in 0
May 0
elections 0
of 0
trying 0
to 0
undermine 0
his 0
Likud 0
government 0
's 0
authority 0
to 0
conduct 0
peace 0
talks 0
. 0

Afghan 0
UAE 0
embassy 0
says 0
Taleban 0
guards 0
going 0
home 0
. 0

Hilary I-PER
Gush I-PER

DUBAI 0
1996-08-22 0

Three 0
Afghan 0
guards 0
brought 0
to 0
the 0
United 0
Arab 0
Emirates 0
last 0
week 0
by 0
Russian 0
hostages 0
who 0
escaped 0
from 0
the 0
Taleban 0
militia 0
will 0
return 0
to 0
Afghanistan 0
in 0
a 0
few 0
days 0
the 0
Afghan 0
embassy 0
in 0
Abu 0
Dhabi 0
said 0
on 0
Thursday 0
. 0

" 0
Our 0
ambassador 0
is 0
in 0
touch 0
with 0
the 0
UAE 0
foreign 0
ministry 0
. 0

Their 0
return 0
to 0
Afghanistan 0
will 0
take 0
place 0
in 0
two 0
or 0
three 0
days 0
" 0
an 0
embassy 0
official 0
said 0
. 0

" 0
The 0
embassy 0
is 0
issuing 0
them 0
travel 0
documents 0
for 0
their 0
return 0
to 0
their 0
homeland 0
. 0

There 0
is 0
no 0
objection 0
to 0
their 0
travel 0
" 0
he 0
added 0
. 0

The 0
three 0
Islamic 0
Taleban 0
guards 0
were 0
overpowered 0
by 0
seven 0
Russian 0
aircrew 0
who 0
escaped 0
to 0
UAE 0
state 0
Sharjah 0
last 0
Friday 0
on 0
board 0
their 0
own 0
aircraft 0
after 0
a 0
year 0
in 0
the 0
captivity 0
of 0
Taleban 0
militia 0
in 0
Kandahar 0
in 0
southern 0
Afghanistan 0
. 0

The 0
UAE 0
said 0
on 0
Monday 0
it 0
would 0
hand 0
over 0
the 0
three 0
to 0
the 0
International 0
Red 0
Crescent 0
possibly 0
last 0
Tuesday 0
. 0

It 0
has 0
since 0
been 0
silent 0
on 0
the 0
issue 0
. 0

When 0
asked 0
whether 0
the 0
three 0
guards 0
would 0
travel 0
back 0
to 0
Kandahar 0
or 0
the 0
Afghan 0
capital 0
Kabul 0
the 0
embassy 0
official 0
said 0
: 0
" 0
That 0
has 0
not 0
been 0
decided 0
but 0
possibly 0
Kandahar 0
. 0
" 0

Kandahar 0
is 0
the 0
headquarters 0
of 0
the 0
opposition 0
Taleban 0
militia 0
. 0

Kabul 0
is 0
controlled 0
by 0
President 0
Burhanuddin I-PER
Rabbani I-PER
's 0
government 0
which 0
Taleban 0
is 0
fighting 0
to 0
overthrow 0
. 0

The 0
embassy 0
official 0
said 0
the 0
three 0
men 0
believed 0
to 0
be 0
in 0
their 0
20s 0
were 0
currently 0
in 0
Abu 0
Dhabi 0
. 0

He 0
did 0
not 0
elaborate 0
. 0

The 0
Russians 0
working 0
for 0
the 0
Aerostan 0
firm 0
in 0
the 0
Russian 0
republic 0
of 0
Tatarstan 0
were 0
taken 0
hostage 0
after 0
a 0
Taleban 0
MiG-19 0
fighter 0
forced 0
their 0
cargo 0
plane 0
to 0
land 0
in 0
August 0
1995 0
. 0

Taleban 0
said 0
its 0
shipment 0
of 0
ammunition 0
from 0
Albania 0
was 0
evidence 0
of 0
Russian 0
military 0
support 0
for 0
Rabbani I-PER
's 0
government 0
. 0

Moscow 0
said 0
the 0
crew 0
's 0
nationality 0
was 0
coincidental 0
. 0

Numerous 0
diplomatic 0
attempts 0
to 0
free 0
the 0
seven 0
failed 0
. 0

The 0
Russians 0
who 0
said 0
they 0
overpowered 0
the 0
guards 0
-- 0
two 0
armed 0
with 0
Kalashnikov 0
automatic 0
rifles 0
-- 0
while 0
doing 0
regular 0
maintenance 0
work 0
on 0
their 0
Ilyushin 0
76 0
cargo 0
plane 0
last 0
Friday 0
left 0
the 0
UAE 0
capital 0
Abu 0
Dhabi 0
for 0
home 0
on 0
Sunday 0
. 0

Iraq 0
's 0
Saddam I-PER
meets 0
Russia 0
's 0
Zhirinovsky I-PER
. 0

BAGHDAD 0
1996-08-22 0

Iraqi 0
President 0
Saddam I-PER
Hussein I-PER
has 0
told 0
visiting 0
Russian 0
ultra-nationalist 0
Vladimir I-PER
Zhirinovsky I-PER
that 0
Baghdad 0
wanted 0
to 0
maintain 0
" 0
friendship 0
and 0
cooperation 0
" 0
with 0
Moscow 0
official 0
Iraqi 0
newspapers 0
said 0
on 0
Thursday 0
. 0

" 0
President 0
Saddam I-PER
Hussein I-PER
stressed 0
during 0
the 0
meeting 0
Iraq 0
's 0
keenness 0
to 0
maintain 0
friendship 0
and 0
cooperation 0
with 0
Russia 0
" 0
the 0
papers 0
said 0
. 0

They 0
said 0
Zhirinovsky I-PER
told 0
Saddam I-PER
before 0
he 0
left 0
Baghdad 0
on 0
Wednesday 0
that 0
his 0
Liberal 0
Democratic 0
party 0
and 0
the 0
Russian 0
Duma 0
( 0
parliament 0
) 0
" 0
are 0
calling 0
for 0
an 0
immediate 0
lifting 0
of 0
the 0
embargo 0
" 0
imposed 0
on 0
Iraq 0
after 0
its 0
1990 0
invasion 0
of 0
Kuwait 0
. 0

Zhirinovsky I-PER
said 0
on 0
Tuesday 0
he 0
would 0
press 0
the 0
Russian 0
government 0
to 0
help 0
end 0
U.N. 0
trade 0
sanctions 0
on 0
Iraq 0
and 0
blamed 0
Moscow 0
for 0
delaying 0
establishment 0
of 0
good 0
ties 0
with 0
Baghdad 0
. 0

" 0
Our 0
stand 0
is 0
firm 0
namely 0
we 0
are 0
calling 0
on 0
( 0
the 0
Russian 0
) 0
government 0
to 0
end 0
the 0
economic 0
embargo 0
on 0
Iraq 0
and 0
resume 0
trade 0
ties 0
between 0
Russia 0
and 0
Iraq 0
" 0
he 0
told 0
reporters 0
. 0

Zhirinovsky I-PER
visited 0
Iraq 0
twice 0
in 0
1995 0
. 0

Last 0
October 0
he 0
was 0
invited 0
to 0
attend 0
the 0
referendum 0
held 0
on 0
Iraq 0
's 0
presidency 0
which 0
extended 0
Saddam I-PER
's 0
term 0
for 0
seven 0
more 0
years 0
. 0

PRESS 0
DIGEST 0
- 0
Iraq 0
- 0
Aug 0
22 0
. 0

BAGHDAD 0
1996-08-22 0

These 0
are 0
some 0
of 0
the 0
leading 0
stories 0
in 0
the 0
official 0
Iraqi 0
press 0
on 0
Thursday 0
. 0

Reuters 0
has 0
not 0
verified 0
these 0
stories 0
and 0
does 0
not 0
vouch 0
for 0
their 0
accuracy 0
. 0

THAWRA 0

- 0
Iraq 0
's 0
President 0
Saddam I-PER
Hussein I-PER
meets 0
with 0
chairman 0
of 0
the 0
Russian 0
liberal 0
democratic 0
party 0
Vladimir I-PER
Zhirinovsky I-PER
. 0

- 0
Turkish 0
foreign 0
minister 0
says 0
Turkey 0
will 0
take 0
part 0
in 0
the 0
Baghdad 0
trade 0
fair 0
that 0
will 0
be 0
held 0
in 0
November 0
. 0

IRAQ 0

- 0
A 0
shipload 0
of 0
12 0
tonnes 0
of 0
rice 0
arrives 0
in 0
Umm 0
Qasr 0
port 0
in 0
the 0
Gulf 0
. 0

PRESS 0
DIGEST 0
- 0
Lebanon 0
- 0
Aug 0
22 0
. 0

BEIRUT 0
1996-08-22 0

These 0
are 0
the 0
leading 0
stories 0
in 0
the 0
Beirut 0
press 0
on 0
Thursday 0
. 0

Reuters 0
has 0
not 0
verified 0
these 0
stories 0
and 0
does 0
not 0
vouch 0
for 0
their 0
accuracy 0
. 0

AN-NAHAR 0

- 0
Confrontation 0
is 0
escalating 0
between 0
Hizbollah 0
and 0
the 0
government 0
. 0

- 0
Prime 0
Minister 0
Hariri I-PER
: 0
Israeli 0
threats 0
do 0
no 0
serve 0
peace 0
. 0

AS-SAFIR 0

- 0
Parliament 0
Speaker 0
Berri I-PER
: 0
Israel 0
is 0
preparing 0
for 0
war 0
against 0
Syria 0
and 0
Lebanon 0
. 0

- 0
Parliamentary 0
battle 0
in 0
Beirut 0
.. 0

The 0
three 0
main 0
lists 0
have 0
been 0
prepared 0
. 0

AL-ANWAR 0

- 0
Continued 0
criticism 0
of 0
law 0
violation 0
incidents 0
-- 0
which 0
occurred 0
in 0
the 0
Mount 0
Lebanon 0
elections 0
last 0
Sunday 0
. 0

AD-DIYAR 0

- 0
Financial 0
negotiations 0
between 0
Lebanon 0
and 0
Pakistan 0
. 0

- 0
Hariri I-PER
to 0
step 0
into 0
the 0
election 0
battle 0
with 0
an 0
incomplete 0
list 0
. 0

NIDA'A 0
AL-WATAN 0

- 0
Maronite 0
Patriarch 0
Sfeir I-PER
expressed 0
sorrow 0
over 0
the 0
violations 0
in 0
Sunday 0
' 0
elections 0
. 0

CME 0
live 0
and 0
feeder 0
cattle 0
calls 0
range 0
mixed 0
. 0

CHICAGO 0
1996-08-22 0

Early 0
calls 0
on 0
CME 0
live 0
and 0
feeder 0
cattle 0
futures 0
ranged 0
from 0
0.200 0
cent 0
higher 0
to 0
0.100 0
lower 0
livestock 0
analysts 0
said 0
. 0

The 0
continued 0
strong 0
tone 0
to 0
cash 0
cattle 0
and 0
beef 0
markets 0
should 0
prompt 0
further 0
support 0
. 0

Outlook 0
for 0
a 0
bullish 0
cattle-on-feed 0
report 0
is 0
also 0
expected 0
to 0
lend 0
support 0
and 0
prompt 0
some 0
bull 0
spreading 0
analysts 0
said 0
. 0

However 0
trade 0
will 0
likely 0
be 0
light 0
and 0
prices 0
could 0
drift 0
on 0
evening 0
up 0
ahead 0
of 0
the 0
report 0
. 0

Cash 0
markets 0
are 0
also 0
expected 0
to 0
be 0
quiet 0
after 0
the 0
record 0
amount 0
of 0
feedlot 0
cattle 0
traded 0
this 0
week 0
they 0
said 0
. 0

Kindercare 0
says 0
debt 0
buy 0
to 0
hit 0
Q1 0
results 0
. 0

MONTGOMERY 0
Ala 0
. 0

1996-08-22 0

KinderCare 0
Learning 0
Centers 0
Inc 0
said 0
on 0
Thursday 0
that 0
a 0
debt 0
buyback 0
would 0
mean 0
an 0
extraordinary 0
loss 0
of 0
$ 0
1.2 0
million 0
in 0
its 0
fiscal 0
1997 0
first 0
quarter 0
. 0

The 0
company 0
said 0
that 0
during 0
the 0
quarter 0
which 0
began 0
June 0
1 0
it 0
bought 0
$ 0
30 0
million 0
par 0
value 0
of 0
its 0
outstanding 0
10-3/8 0
percent 0
senior 0
notes 0
due 0
2001 0
. 0

The 0
notes 0
were 0
bought 0
for 0
$ 0
31.5 0
million 0
. 0

Philip I-PER
Maslowe I-PER
chief 0
financial 0
officer 0
of 0
the 0
preschool 0
and 0
child 0
care 0
company 0
said 0
the 0
buyback 0
" 0
offered 0
an 0
opportunity 0
to 0
reduce 0
the 0
company 0
's 0
weighted 0
average 0
interest 0
costs 0
and 0
improve 0
future 0
cash 0
flows 0
and 0
earnings 0
. 0
" 0

RESEARCH 0
ALERT 0
- 0
Lehman 0
starts 0
SNET 0
. 0

-- 0
Lehman 0
analyst 0
Blake I-PER
Bath I-PER
started 0
Southern 0
New 0
England 0
Telecommunciations 0
Corp 0
with 0
an 0
outperform 0
rating 0
his 0
office 0
said 0
. 0

-- 0
The 0
analyst 0
set 0
a 0
12-month 0
price 0
target 0
of 0
$ 0
45 0
and 0
a 0
fiscal 0
1996 0
year 0
earnings 0
estimate 0
of 0
$ 0
3.09 0
per 0
share 0
his 0
office 0
said 0
. 0

-- 0
The 0
analyst 0
also 0
set 0
an 0
earnings 0
estimate 0
for 0
the 0
1997 0
year 0
but 0
the 0
figure 0
was 0
not 0
immediately 0
available 0
. 0

-- 0
Southern 0
New 0
England 0
closed 0
at 0
38-1/2 0
Wednesday 0
. 0

-- 0
E. I-PER
Auchard I-PER
Wall 0
Street 0
bureau 0
212-859-1736 0

Gateway 0
Data 0
Sciences 0
Q2 0
net 0
rises 0
. 0

PHOENIX 0
1996-08-22 0

Summary 0
of 0
Consolidated 0
Financial 0
Data 0

( 0
In 0
Thousands 0
except 0
per 0
share 0
data 0
) 0

Six 0
Months 0
Ended 0
Quarter 0
Ended 0

Jul 0
31 0
Jul 0
31 0
Jul 0
31 0
Jul 0
31 0

1996 0
1995 0
1996 0
1995 0

Income 0
Statement 0
Data 0
: 0

Total 0
Revenue 0
$ 0
$ 0
$ 0
$ 0

Software 0
Revenue 0

Services 0
Revenue 0
692 0
624 0
465 0

Operating 0
Income 0
906 0
962 0
599 0
515 0

Net 0
Income 0
821 0
512 0
565 0
301 0

Earnings 0
Per 0
Share 0
0.31 0
0.34 0
0.19 0
0.20 0

Jul 0
31 0
1996 0
Jan 0
31 0
1996 0

Balance 0
Sheet 0
Data 0
: 0

Working 0
Capital 0
$ 0
( 0
$ 0
881 0
) 0

Cash 0
and 0
Cash 0
Equivalents 0
93 0

Total 0
Assets 0

Shareholders 0
' 0
Equity 0
( 0
) 0

Greek 0
socialists 0
give 0
PM 0
green 0
light 0
for 0
election 0
. 0

ATHENS 0
1996-08-22 0

The 0
Greek 0
socialist 0
party 0
's 0
executive 0
bureau 0
gave 0
Prime 0
Minister 0
Costas I-PER
Simitis I-PER
its 0
backing 0
if 0
he 0
chooses 0
to 0
call 0
snap 0
elections 0
its 0
general 0
secretary 0
Costas I-PER
Skandalidis I-PER
told 0
reporters 0
on 0
Thursday 0
. 0

Prime 0
Minister 0
Costas I-PER
Simitis I-PER
will 0
make 0
an 0
official 0
announcement 0
after 0
a 0
cabinet 0
meeting 0
later 0
on 0
Thursday 0
said 0
Skandalidis I-PER
. 0

-- 0
Dimitris I-PER
Kontogiannis I-PER
Athens 0
Newsroom 0
+301 0
3311812-4 0

PRESS 0
DIGEST 0
- 0
France 0
- 0
Le 0
Monde 0
Aug 0
22 0
. 0

PARIS 0
1996-08-22 0

These 0
are 0
leading 0
stories 0
in 0
Thursday 0
's 0
afternoon 0
daily 0
Le 0
Monde 0
dated 0
Aug 0
23 0
. 0

FRONT 0
PAGE 0

-- 0
Africans 0
seeking 0
to 0
renew 0
or 0
obtain 0
work 0
and 0
residence 0
rights 0
say 0
Prime 0
Minister 0
Alain I-PER
Juppe I-PER
's 0
proposals 0
are 0
insufficient 0
as 0
hunger 0
strike 0
enters 0
49th 0
day 0
in 0
Paris 0
church 0
and 0
Wednesday 0
rally 0
attracts 0
sympathisers 0
. 0

-- 0
FLNC 0
Corsican 0
nationalist 0
movement 0
announces 0
end 0
of 0
truce 0
after 0
last 0
night 0
's 0
attacks 0
. 0

BUSINESS 0
PAGES 0

-- 0
Shutdown 0
of 0
Bally 0
's 0
French 0
factories 0
points 0
up 0
shoe 0
industry 0
crisis 0
with 0
French 0
manufacturers 0
undercut 0
by 0
low-wage 0
country 0
competition 0
and 0
failure 0
to 0
keep 0
abreast 0
of 0
trends 0
. 0

-- 0
Secretary 0
general 0
of 0
the 0
Sud-PTT 0
trade 0
union 0
at 0
France 0
Telecom 0
all 0
the 0
elements 0
are 0
in 0
place 0
for 0
social 0
unrest 0
in 0
the 0
next 0
few 0
weeks 0
. 0

-- 0
Paris 0
Newsroom 0
+33 0
1 0
42 0
21 0
53 0
81 0

Well 0
repairs 0
to 0
lift 0
Heidrun 0
oil 0
output 0
- 0
Statoil 0
. 0

OSLO 0
1996-08-22 0

Three 0
plugged 0
water 0
injection 0
wells 0
on 0
the 0
Heidrun 0
oilfield 0
off 0
mid-Norway 0
will 0
be 0
reopened 0
over 0
the 0
next 0
month 0
operator 0
Den 0
Norske 0
Stats 0
Oljeselskap 0
AS 0
( 0
Statoil 0
) 0
said 0
on 0
Thursday 0
. 0

The 0
plugged 0
wells 0
have 0
accounted 0
for 0
a 0
dip 0
of 0
barrels 0
per 0
day 0
( 0
bpd 0
) 0
in 0
Heidrun 0
output 0
to 0
roughly 0
bpd 0
according 0
to 0
the 0
company 0
's 0
Status 0
Weekly 0
newsletter 0
. 0

The 0
wells 0
will 0
be 0
reperforated 0
and 0
gravel 0
will 0
be 0
pumped 0
into 0
the 0
reservoir 0
through 0
one 0
of 0
the 0
wells 0
to 0
avoid 0
plugging 0
problems 0
in 0
the 0
future 0
it 0
said 0
. 0

-- 0
Oslo 0
newsroom 0
+47 0
22 0
42 0
50 0
41 0

Finnish 0
April 0
trade 0
surplus 0
3.8 0
billion 0
markka 0
- 0
NCB 0
. 0

HELSINKI 0
1996-08-22 0

Finland 0
's 0
trade 0
surplus 0
rose 0
to 0
3.83 0
billion 0
markka 0
in 0
April 0
from 0
3.43 0
billion 0
in 0
March 0
the 0
National 0
Customs 0
Board 0
( 0
NCB 0
) 0
said 0
in 0
a 0
statement 0
on 0
Thursday 0
. 0

The 0
value 0
of 0
exports 0
fell 0
one 0
percent 0
year-on-year 0
in 0
April 0
and 0
the 0
value 0
of 0
imports 0
fell 0
two 0
percent 0
NCB 0
said 0
. 0

Trade 0
balance 0
( 0
million 0
markka 0
) 0
: 0

April 0
' 0
96 0
March 0
' 0
96 0
Jan-April 0
' 0
96 0
Jan-April 0
' 0
95 0

Imports 0

Exports 0

Balance 0

The 0
January-April 0
1995 0
import 0
figure 0
was 0
revised 0
from 0
million 0
markka 0
and 0
the 0
export 0
figure 0
from 0
million 0
markka 0
. 0

The 0
Bank 0
of 0
Finland 0
earlier 0
estimated 0
the 0
April 0
trade 0
surplus 0
at 0
3.2 0
billion 0
markka 0
with 0
exports 0
projected 0
at 0
14.5 0
billion 0
and 0
imports 0
at 0
11.3 0
billion 0
. 0

The 0
NCB 0
's 0
official 0
monthly 0
trade 0
statistics 0
are 0
lagging 0
behind 0
due 0
to 0
changes 0
in 0
customs 0
procedures 0
when 0
Finland 0
joined 0
the 0
European 0
Union 0
at 0
the 0
start 0
of 0
1995 0
. 0

-- 0
Helsinki 0
Newsroom 0
+358 0
- 0
0 0
- 0
680 0
50 0
245 0

Dutch 0
state 0
raises 0
tap 0
sale 0
price 0
to 0
99.95 0
. 0

AMSTERDAM 0
1996-08-22 0

The 0
Finance 0
Ministry 0
raised 0
the 0
price 0
for 0
tap 0
sales 0
of 0
the 0
Dutch 0
government 0
's 0
new 0
5.75 0
percent 0
bond 0
due 0
September 0
2002 0
to 0
99.95 0
from 0
99.90 0
. 0

Tap 0
sales 0
began 0
on 0
Monday 0
and 0
are 0
being 0
held 0
daily 0
from 0
07.00 0
GMT 0
to 0
15.00 0
GMT 0
until 0
further 0
notice 0
. 0

The 0
ministry 0
had 0
raised 0
2.3 0
billion 0
guilders 0
from 0
sales 0
of 0
the 0
new 0
bond 0
by 0
the 0
close 0
of 0
trade 0
on 0
Wednesday 0
. 0

-- 0
Amsterdam 0
newsroom 0
+31 0
20 0
504 0
5000 0

German 0
farm 0
ministry 0
tells 0
consumers 0
to 0
avoid 0
British 0
mutton 0
. 0

BONN 0
1996-08-22 0

Germany 0
's 0
Agriculture 0
Ministry 0
suggested 0
on 0
Wednesday 0
that 0
consumers 0
avoid 0
eating 0
meat 0
from 0
British 0
sheep 0
until 0
scientists 0
determine 0
whether 0
mad 0
cow 0
disease 0
can 0
be 0
transmitted 0
to 0
the 0
animals 0
. 0

" 0
Until 0
this 0
is 0
cleared 0
up 0
by 0
the 0
European 0
Union 0
's 0
scientific 0
panels 0
-- 0
and 0
we 0
have 0
asked 0
this 0
to 0
be 0
done 0
as 0
quickly 0
as 0
possible 0
-- 0
( 0
consumers 0
) 0
should 0
if 0
at 0
all 0
possible 0
give 0
preference 0
to 0
sheepmeat 0
from 0
other 0
countries 0
" 0
ministry 0
official 0
Werner I-PER
Zwingmann I-PER
told 0
ZDF 0
television 0
. 0

" 0
I 0
do 0
not 0
want 0
to 0
say 0
that 0
there 0
is 0
a 0
concrete 0
danger 0
for 0
consumers 0
" 0
he 0
added 0
. 0
" 0

There 0
are 0
too 0
many 0
holes 0
in 0
what 0
we 0
know 0
and 0
these 0
must 0
be 0
filled 0
very 0
quickly 0
. 0
" 0

Bonn 0
has 0
led 0
efforts 0
to 0
ensure 0
consumer 0
protection 0
tops 0
the 0
list 0
of 0
priorities 0
in 0
dealing 0
with 0
the 0
mad 0
cow 0
crisis 0
which 0
erupted 0
in 0
March 0
when 0
Britain 0
acknowledged 0
humans 0
could 0
contract 0
a 0
similar 0
illness 0
by 0
eating 0
contaminated 0
beef 0
. 0

The 0
European 0
Commission 0
agreed 0
this 0
month 0
to 0
rethink 0
a 0
proposal 0
to 0
ban 0
the 0
use 0
of 0
suspect 0
sheep 0
tissue 0
after 0
some 0
EU 0
veterinary 0
experts 0
questioned 0
whether 0
it 0
was 0
justified 0
. 0

EU 0
Farm 0
Commissioner 0
Franz I-PER
Fischler I-PER
had 0
proposed 0
banning 0
sheep 0
brains 0
spleens 0
and 0
spinal 0
cords 0
from 0
the 0
human 0
and 0
animal 0
food 0
chains 0
after 0
reports 0
from 0
Britain 0
and 0
France 0
that 0
under 0
laboratory 0
conditions 0
sheep 0
could 0
contract 0
Bovine 0
Spongiform 0
Encephalopathy 0
( 0
BSE 0
) 0
-- 0
mad 0
cow 0
disease 0
. 0

But 0
some 0
members 0
of 0
the 0
EU 0
's 0
standing 0
veterinary 0
committee 0
questioned 0
whether 0
the 0
action 0
was 0
necessary 0
given 0
the 0
slight 0
risk 0
to 0
human 0
health 0
. 0

The 0
question 0
is 0
being 0
studied 0
separately 0
by 0
two 0
EU 0
scientific 0
committees 0
. 0

Sheep 0
have 0
long 0
been 0
known 0
to 0
contract 0
scrapie 0
a 0
similar 0
brain-wasting 0
disease 0
to 0
BSE 0
which 0
is 0
believed 0
to 0
have 0
been 0
transferred 0
to 0
cattle 0
through 0
feed 0
containing 0
animal 0
waste 0
. 0

British 0
officials 0
say 0
sheep 0
meat 0
is 0
perfectly 0
safe 0
to 0
eat 0
. 0

ZDF 0
said 0
Germany 0
imported 0
sheep 0
from 0
Britain 0
last 0
year 0
nearly 0
half 0
of 0
total 0
imports 0
. 0

It 0
brought 0
in 0
tonnes 0
of 0
British 0
mutton 0
some 0
10 0
percent 0
of 0
overall 0
imports 0
. 0

After 0
the 0
British 0
government 0
admitted 0
a 0
possible 0
link 0
between 0
mad 0
cow 0
disease 0
and 0
its 0
fatal 0
human 0
equivalent 0
the 0
EU 0
imposed 0
a 0
worldwide 0
ban 0
on 0
British 0
beef 0
exports 0
. 0

EU 0
leaders 0
agreed 0
at 0
a 0
summit 0
in 0
June 0
to 0
a 0
progressive 0
lifting 0
of 0
the 0
ban 0
as 0
Britain 0
takes 0
parallel 0
measures 0
to 0
eradicate 0
the 0
disease 0
. 0

GOLF 0
- 0
SCORES 0
AT 0
WORLD 0
SERIES 0
OF 0
GOLF 0
. 0

AKRON 0
Ohio 0
1996-08-22 0

Scores 0
from 0
the 0
$ 0
2.1 0

million 0
NEC 0
World 0
Series 0
of 0
Golf 0
after 0
the 0
first 0
round 0

Thursday 0
at 0
the 0
yard 0
par 0
70 0
Firestone 0
C.C 0
course 0

( 0
players 0
U.S. 0
unless 0
stated 0
) 0
: 0

66 0
Paul I-PER
Goydos I-PER
Billy I-PER
Mayfair I-PER
Hidemichi I-PER
Tanaka I-PER
( 0
Japan 0
) 0

68 0
Steve I-PER
Stricker I-PER

69 0
Justin I-PER
Leonard I-PER
Mark I-PER
Brooks I-PER

70 0
Tim I-PER
Herron I-PER
Duffy I-PER
Waldorf I-PER
Davis I-PER
Love I-PER
Anders I-PER
Forsbrand I-PER

( 0
Sweden 0
) 0
Nick I-PER
Faldo I-PER
( 0
Britain 0
) 0
John I-PER
Cook I-PER
Steve I-PER
Jones I-PER
Phil I-PER

Mickelson I-PER
Greg I-PER
Norman I-PER
( 0
Australia 0
) 0

71 0
Ernie I-PER
Els I-PER
( 0
South 0
Africa 0
) 0
Scott I-PER
Hoch I-PER

72 0
Clarence I-PER
Rose I-PER
Loren I-PER
Roberts I-PER
Fred I-PER
Funk I-PER
Sven I-PER
Struver I-PER

( 0
Germany 0
) 0
Alexander I-PER
Cejka I-PER
( 0
Germany 0
) 0
Hal I-PER
Sutton I-PER
Tom I-PER
Lehman I-PER

73 0
D.A. I-PER
Weibring I-PER
Brad I-PER
Bryant I-PER
Craig I-PER
Parry I-PER
( 0
Australia 0
) 0

Stewart I-PER
Ginn I-PER
( 0
Australia 0
) 0
Corey I-PER
Pavin I-PER
Craig I-PER
Stadler I-PER
Mark I-PER

O'Meara I-PER
Fred I-PER
Couples I-PER

74 0
Paul I-PER
Stankowski I-PER
Costantino I-PER
Rocca I-PER
( 0
Italy 0
) 0

75 0
Jim I-PER
Furyk I-PER
Satoshi I-PER
Higashi I-PER
( 0
Japan 0
) 0
Willie I-PER
Wood I-PER
Shigeki I-PER

Maruyama I-PER
( 0
Japan 0
) 0

76 0
Scott I-PER
McCarron I-PER

77 0
Wayne I-PER
Westner I-PER
( 0
South 0
Africa 0
) 0
Steve I-PER
Schneiter I-PER

79 0
Tom I-PER
Watson I-PER

81 0
Seiki I-PER
Okuda I-PER
( 0
Japan 0
) 0

SOCCER 0
- 0
GLORIA 0
BISTRITA 0
BEAT 0
2-1 0
F.C. 0
VALLETTA 0
. 0

BISTRITA 0
1996-08-22 0

Gloria 0
Bistrita 0
( 0
Romania 0
) 0
beat 0
2-1 0
( 0
halftime 0
1-1 0
) 0
F.C. 0
Valletta 0
( 0
Malta 0
) 0
in 0
their 0
Cup 0
winners 0
Cup 0
match 0
second 0
leg 0
of 0
the 0
preliminary 0
round 0
on 0
Thursday 0
. 0

Scorers 0
: 0

Gloria 0
Bistrita 0
- 0
Ilie I-PER
Lazar I-PER
( 0
32nd 0
) 0
Eugen I-PER
Voica I-PER
( 0
84th 0
) 0

F.C. 0
La 0
Valletta 0
- 0
Gilbert I-PER
Agius I-PER
( 0
24th 0
) 0

Attendance 0
: 0

Gloria 0
Bistrita 0
won 0
4-2 0
on 0
aggregate 0
and 0
qualified 0
for 0
the 0
first 0
round 0
of 0
the 0
Cup 0
winners 0
Cup 0
. 0

REUTER I-PER

HORSE 0
RACING 0
- 0
PIVOTAL I-PER
ENDS 0
25-YEAR 0
WAIT 0
FOR 0
TRAINER 0
PRESCOTT I-PER
. 0

YORK 0
